x:0.10	y:-0.11	z:1.02	t:22753.00
x:0.11	y:0.08	z:1.04	t:22770.00
x:0.12	y:0.25	z:0.97	t:22786.00
x:0.12	y:0.25	z:0.87	t:22803.00
x:0.08	y:0.09	z:0.86	t:22820.00
x:0.08	y:-0.08	z:0.91	t:22837.00
x:0.12	y:0.00	z:0.98	t:22853.00
x:0.12	y:0.06	z:0.95	t:22870.00
x:0.12	y:0.14	z:0.96	t:22887.00
x:0.13	y:0.11	z:0.94	t:22903.00
x:0.12	y:-0.01	z:0.97	t:22920.00
x:0.12	y:-0.07	z:1.01	t:22936.00
x:0.11	y:-0.13	z:1.04	t:22953.00
x:0.09	y:-0.21	z:0.97	t:22970.00
x:0.11	y:-0.07	z:0.98	t:22987.00
x:0.12	y:-0.01	z:0.97	t:23003.00
x:0.13	y:-0.00	z:1.02	t:23020.00
x:0.12	y:-0.07	z:0.99	t:23036.00
x:0.11	y:-0.16	z:0.96	t:23053.00
x:0.13	y:-0.05	z:0.93	t:23070.00
x:0.15	y:0.08	z:0.92	t:23086.00
x:0.14	y:0.03	z:0.96	t:23103.00
x:0.14	y:-0.03	z:0.96	t:23120.00
x:0.13	y:-0.06	z:0.95	t:23136.00
x:0.12	y:-0.07	z:0.93	t:23153.00
x:0.14	y:0.01	z:0.93	t:23170.00
x:0.14	y:0.02	z:0.95	t:23187.00
x:0.13	y:-0.00	z:0.98	t:23203.00
x:0.13	y:-0.04	z:0.97	t:23220.00
x:0.13	y:-0.08	z:0.95	t:23237.00
x:0.12	y:-0.14	z:0.93	t:23253.00
x:0.13	y:-0.05	z:0.94	t:23270.00
x:0.14	y:0.02	z:0.97	t:23287.00
x:0.14	y:0.06	z:1.02	t:23303.00
x:0.14	y:0.05	z:0.98	t:23320.00
x:0.13	y:-0.06	z:0.97	t:23337.00
x:0.13	y:-0.09	z:0.96	t:23353.00
x:0.13	y:-0.06	z:0.91	t:23370.00
x:0.16	y:0.11	z:0.99	t:23386.00
x:0.15	y:0.11	z:0.98	t:23403.00
x:0.13	y:-0.04	z:0.96	t:23420.00
x:0.12	y:-0.10	z:0.95	t:23436.00
x:0.11	y:-0.14	z:0.91	t:23453.00
x:0.12	y:-0.07	z:0.93	t:23470.00
x:0.14	y:0.10	z:0.97	t:23486.00
x:0.14	y:0.07	z:0.98	t:23503.00
x:0.12	y:-0.06	z:0.95	t:23520.00
x:0.12	y:-0.08	z:0.95	t:23536.00
x:0.13	y:-0.05	z:0.93	t:23553.00
x:0.14	y:0.02	z:0.96	t:23570.00
x:0.14	y:0.08	z:0.99	t:23587.00

x:0.24	y:0.56	z:1.11	t:24236.00
x:0.14	y:0.52	z:0.99	t:24253.00
x:0.16	y:0.43	z:1.07	t:24270.00
x:0.14	y:0.33	z:1.05	t:24286.00
x:0.05	y:0.06	z:0.83	t:24303.00
x:0.04	y:-0.45	z:0.84	t:24320.00
x:0.10	y:-0.24	z:1.01	t:24336.00
x:0.11	y:0.02	z:0.86	t:24353.00
x:0.11	y:0.07	z:0.99	t:24370.00
x:0.11	y:0.06	z:1.02	t:24386.00
x:0.08	y:-0.06	z:0.93	t:24403.00
x:0.08	y:-0.06	z:0.90	t:24420.00
x:0.08	y:-0.06	z:0.92	t:24436.00
x:0.09	y:-0.03	z:0.97	t:24453.00
x:0.09	y:0.00	z:1.01	t:24470.00
x:0.08	y:-0.05	z:0.99	t:24486.00
x:0.09	y:-0.02	z:0.97	t:24503.00
x:0.10	y:0.03	z:0.98	t:24519.00
x:0.10	y:0.00	z:0.96	t:24537.00
x:0.11	y:0.08	z:1.00	t:24553.00
x:0.13	y:0.15	z:0.98	t:24570.00
x:0.13	y:0.12	z:0.97	t:24587.00
x:0.13	y:0.10	z:0.99	t:24603.00
x:0.11	y:0.11	z:0.99	t:24619.00
x:0.14	y:0.23	z:1.01	t:24636.00
x:0.15	y:0.15	z:0.95	t:24653.00
x:0.08	y:-0.11	z:0.83	t:24670.00
x:0.03	y:-0.29	z:0.78	t:24686.00
x:-0.07	y:-0.45	z:0.81	t:24703.00
x:-0.26	y:-0.77	z:0.97	t:24720.00
x:-0.71	y:-2.33	z:1.34	t:24736.00
x:-1.01	y:-2.59	z:1.49	t:24753.00
x:-1.05	y:-1.62	z:1.18	t:24770.00
x:-1.12	y:-0.56	z:0.86	t:24786.00
x:-1.09	y:0.35	z:0.74	t:24803.00
x:-0.71	y:2.13	z:0.91	t:24820.00
x:0.14	y:3.46	z:0.59	t:24836.00
x:0.23	y:2.70	z:0.37	t:24853.00
x:0.02	y:0.77	z:0.72	t:24870.00
x:-0.00	y:0.44	z:0.85	t:24886.00
x:0.05	y:0.76	z:0.64	t:24903.00
x:0.02	y:0.76	z:0.64	t:24920.00
